glcm_contrast_mean,glcm_contrast_std,glcm_dissimilarity_mean,glcm_dissimilarity_std,glcm_homogeneity_mean,glcm_homogeneity_std,glcm_energy_mean,glcm_energy_std,glcm_correlation_mean,glcm_correlation_std,glcm_ASM_mean,glcm_ASM_std,patient_id_str
7.306903641151031,2.065803531177789,1.0765496882556274,0.179049304410025,0.704045481924246,0.030397723604587656,0.24637248502609105,0.007644407581898662,0.9707142583853485,0.008503571040365568,0.06075783834520965,0.0037693782010047336,00112
5.747873105121215,1.7314371202185086,1.1540756362762732,0.19021421150970605,0.6747353836371451,0.027605645327533488,0.35483882277454004,0.004771125055516373,0.9780862817228182,0.006635645491952989,0.1259333537823168,0.003384910481903177,00353
6.848080926630612,2.063229597604259,1.4360920401528319,0.2484235859801865,0.592214959988497,0.038489064802695885,0.20427927085670217,0.0067691525617411845,0.9673003693757263,0.010081841991316773,0.04177584192815002,0.0027653193740172386,00588
4.416967787060579,1.3303387952390133,1.1251266643158284,0.19329128604187176,0.6355182854414837,0.03818668370382417,0.21915594252622012,0.006813109698787415,0.9747383635851101,0.007771476557313099,0.04807574560832362,0.002985757483340319,00397
5.526458674011095,1.615306597901542,1.0540140963094424,0.17139289564040913,0.6914167367216154,0.030176105295506683,0.24478806537578138,0.006838681563738366,0.9775736889663565,0.006717216290499295,0.05996796451594804,0.003348408914167746,00788
4.76390207467915,1.4450895788598215,0.9758669361088707,0.16896879637788528,0.7154200181672936,0.029636603537507016,0.2851324372690651,0.007048270299907404,0.9833722690633959,0.005123724383126721,0.0813501848972179,0.004026051340459477,00730
5.284172240219492,1.6016544096857188,1.2773297030969075,0.21719091030310586,0.6110826350931089,0.03833010453992606,0.2063896145403497,0.006243872209952669,0.9722484438171992,0.008580512410194235,0.04263565893028834,0.0025811733645765104,00283
7.118272744358004,2.115430806168343,1.5394298991723014,0.2481404013140429,0.5809293446056063,0.03169719433322151,0.21456458996170458,0.005495334580942935,0.9650711866886583,0.010528816388323441,0.04606816196759092,0.002357672457669795,00619
5.458901183427374,1.644045882835955,1.1836465469805941,0.20713291760376823,0.6470918260656409,0.0376786475538927,0.2511482397866495,0.0062151090427358165,0.9777255719073198,0.006820336855787281,0.0631140659283455,0.0031228017298783996,00806
7.160673805722627,2.0200197643256157,1.3255297135594308,0.21515097473985664,0.6219083214397534,0.03335885120583249,0.19691282039351235,0.006267078361125652,0.9539270461993368,0.01328828447736178,0.03881393510651214,0.0024683280084177375,00401
5.933808570742144,1.8108053627971745,1.3109306218612438,0.22039993349615472,0.6090590911049882,0.03645816852273329,0.20708005739950017,0.006301390018246932,0.9706508539144625,0.009155635223694735,0.042921857688742335,0.002610735589928811,00238
4.843551526946811,1.430823959634534,1.2694463631114765,0.21659382774575295,0.605714833025838,0.038531604446194474,0.20624344326072067,0.005873292951938629,0.9770488387193004,0.006876823040700104,0.042570853458137395,0.00243026419614832,00624
